;name;lat;lon;totalArea_m2;country;source;infra_EVFC_bool;infra_Grid_bool;lc_LandCoverInfo;lc_FreightHub_bool;lc_FreightHub_w1km_bool;lc_Urbanisation;label_TPC;label_SSTPA;tenT_CoreN_w2km_bool;tenT_CoreN_minDist_km;tenT_CoreN_roadName;tenT_CompN_w2km_bool;tenT_CompN_minDist_km;tenT_CompN_roadName;tenT_TotalN_minDist_km;tenT_UrbanNode_w5km_bool;tenT_UrbanNode_w5km_name;score_TrucksNearby;score_TrucksTotal
0;Truck Stop / Rest Area;52.2604;4.687;22982;NL;Mixed;True;False;Agricultural areas;False;False;city;High;True;True;0.0179283647259635;E019;False;11.421419043939396;E999;0.0;True;Hoofddorp;High;High
1;Truck Stop / Rest Area;49.2084;6.966;20495;DE;Mixed;True;False;Industrial, commercial and transport units;False;False;city;High;True;False;13.774221861371654;E25/E50;True;0.1183021945474721;E050;0.0;True;Saarbruecken;High;High
2;Truck Stop / Rest Area;48.4119;10.9131;10447;DE;Mixed;True;False;Agricultural areas;False;False;city;High;True;True;0.1077451796973158;E052;False;38.61616426034207;E054;0.0;True;Augsburg;High;High
3;Truck Stop / Rest Area;53.4841;10.0259;9572;DE;Mixed;True;False;Urban fabric;False;False;city;High;True;True;0.0052544421352186;E022;False;10.349306281911188;;0.0;True;Harburg;High;High
4;Truck Stop / Rest Area;51.3858;6.2147;101965;NL;Mixed;False;True;Forest and semi natural areas;False;False;city;High;True;True;0.1179480562587668;E034;False;3.7718027002357135;E999;0.0;True;Venlo;High;High
5;Truck Stop / Rest Area;51.541;6.8855;31734;DE;Mixed;False;True;Forest and semi natural areas;False;False;city;High;True;True;0.0408570741247813;E034;False;3.23801478669114;A031;0.0;True;Bottrop;High;High
6;Truck Stop / Rest Area;51.466;5.4182;3032;NL;Mixed;False;True;Industrial, commercial and transport units;False;False;city;High;True;False;6.857082710786307;E034;True;0.9239703068891622;E025;1.0;True;Eindhoven;High;High
7;Truck Stop / Rest Area;51.5812;7.1788;37146;DE;Mixed;False;False;Forest and semi natural areas;False;False;city;High;True;True;0.051384737260578;E034;False;16.57235176456405;A031;0.0;True;Recklinghausen;High;High
8;Truck Stop / Rest Area;47.2621;11.4496;5099;AT;Mixed;False;False;Agricultural areas;False;False;city;High;True;True;0.0411016777037016;E060;True;1.7386328141698917;E060;0.0;True;Innsbruck;High;High
9;Truck Stop / Rest Area;51.3962;6.1613;4460;NL;Mixed;False;False;Agricultural areas;False;False;city;High;True;True;0.0846497818384246;E034;False;2.321633326167712;E999;0.0;True;Venlo;High;High
10;Truck Stop / Rest Area;49.15424;16.63004;1658;CZ;CRS and Others;False;False;Industrial, commercial and transport units;False;False;city;High;True;True;0.0168893232081659;E065;False;7.64996736956505;E461;0.0;True;Brno;High;High
11;Truck Stop / Rest Area;47.2637;11.4528;900;AT;Mixed;False;False;Agricultural areas;False;False;suburb;High;True;True;0.0258380568944433;E060;False;2.032047436821112;E060;0.0;True;Innsbruck;High;High
12;Truck Stop / Rest Area;50.0787;8.7362;9470;DE;Mixed;False;False;Forest and semi natural areas;False;False;city;High;True;True;1.6312116388696625;E042;False;18.17557904827605;E041;2.0;True;Offenbach;High;High
13;Truck Stop / Rest Area;49.2432;8.8807;62551;DE;Mixed;True;True;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.0267112011897772;E050;False;19.379464273475616;E031;0.0;False;-;High;High
14;Truck Stop / Rest Area;49.3564;11.2035;40482;DE;Mixed;True;True;Forest and semi natural areas;False;False;suburb;High;True;True;0.0365683436296218;E045;False;66.96711488469033;E048;0.0;False;-;High;High
15;Truck Stop / Rest Area;47.5996;7.6031;31629;DE;Mixed;True;True;Industrial, commercial and transport units;False;False;city;High;True;True;0.0261971276136939;;False;2.7992849150853267;;0.0;False;-;High;High
16;Truck Stop / Rest Area;53.3476;10.039;24597;DE;Mixed;True;True;Agricultural areas;False;False;suburb;High;True;True;0.0419504160519501;E045;False;4.564697212353748;;0.0;False;-;High;High
17;Truck Stop / Rest Area;49.7802;10.246;21149;DE;Mixed;True;True;Forest and semi natural areas;False;False;rural;High;True;True;0.0144713769693028;E045;False;10.45517975676217;E043;0.0;False;-;High;High
18;Truck Stop / Rest Area;49.1613;8.5687;19562;DE;Mixed;True;True;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.0180726905358272;E035;False;13.885266471564352;E031;0.0;False;-;High;High
19;Truck Stop / Rest Area;48.2137;14.2828;14728;AT;Mixed;True;True;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.0549502189018014;E060;True;1.8277136583615377;E055;0.0;False;-;High;High
20;Truck Stop / Rest Area;48.5627;7.9567;14498;DE;Mixed;True;True;Forest and semi natural areas;False;False;suburb;High;True;True;0.0206199711015202;E035;False;3.501855790318701;E052;0.0;False;-;High;High
21;Truck Stop / Rest Area;48.0667;14.034;14094;AT;Mixed;True;True;Industrial, commercial and transport units;False;False;rural;High;True;True;0.499344598677943;E060;True;0.1018886116659617;E056;0.0;False;-;High;High
22;Truck Stop / Rest Area;46.8477;8.6328;10784;CH;Mixed;True;True;Agricultural areas;False;False;rural;High;True;True;0.0683214741024458;;False;5.28827861416703;;0.0;False;-;High;High
23;Truck Stop / Rest Area;51.158;6.9627;10165;DE;Mixed;True;True;Forest and semi natural areas;False;False;city;High;True;True;0.0341552617053986;E035;False;23.49132080708277;;0.0;False;-;High;High
24;Truck Stop / Rest Area;50.4056;14.932;9337;CZ;Mixed;True;True;Unclassified;False;False;suburb;High;True;False;30.97335308609723;E067;True;0.0082572004185865;E065;0.0;False;-;High;High
25;Truck Stop / Rest Area;51.4945;9.8764;6290;DE;Mixed;True;True;Urban fabric;False;False;suburb;High;True;True;0.0795540092466778;;False;4.640759446099433;A038;0.0;False;-;High;High
26;Truck Stop / Rest Area;48.8089;8.18;5410;DE;Mixed;True;True;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.1672304250939001;E035;False;12.27909528907685;E000;0.0;False;-;High;High
27;Truck Stop / Rest Area;49.5815;10.9286;5213;DE;Mixed;True;True;Forest and semi natural areas;False;False;city;High;True;True;0.0264090954183416;E045;False;37.995671801224354;E048;0.0;False;-;High;High
28;Truck Stop / Rest Area;51.2688;9.5235;1643;DE;OSM;True;True;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.2798674635104752;;True;0.7884115676767787;;0.0;False;-;High;High
29;Truck Stop / Rest Area;58.2269;14.6696;45794;SE;Mixed;True;False;Industrial, commercial and transport units;False;False;rural;High;True;True;0.1834614887686554;;False;;;0.0;False;-;High;High
30;Truck Stop / Rest Area;42.4012;2.8795;42491;ES;Mixed;True;False;Industrial, commercial and transport units;False;False;rural;High;True;True;0.2663008566886627;E015;False;57.23199205583756;C025;0.0;False;-;High;High
31;Truck Stop / Rest Area;51.0614;13.5706;41631;DE;Mixed;True;False;Industrial, commercial and transport units;False;False;rural;High;True;True;0.0590513543697057;E040;False;14.259904585581076;E040;0.0;False;-;High;High
32;Truck Stop / Rest Area;52.2514;12.309;41046;DE;Mixed;True;False;Agricultural areas;False;False;rural;High;True;True;0.0119615008389532;E030;False;49.25449362031762;;0.0;False;-;High;High
33;Truck Stop / Rest Area;52.3164;13.4951;33269;DE;Mixed;True;False;Agricultural areas;False;False;rural;High;True;True;0.0548068726363768;E055;False;60.19557059888274;E036;0.0;False;-;High;High
34;Truck Stop / Rest Area;52.0183;8.6347;31152;DE;Mixed;True;False;Agricultural areas;False;False;city;High;True;True;0.0794671902634257;E034;False;47.02756037448721;E331;0.0;False;-;High;High
35;Truck Stop / Rest Area;50.8179;6.2147;30921;DE;Mixed;True;False;Unclassified;False;False;suburb;High;True;True;0.1101779420117243;E040;False;3.4347805570905434;E314;0.0;False;-;High;High
36;Truck Stop / Rest Area;49.3079;10.9698;30418;DE;Mixed;True;False;Forest and semi natural areas;False;False;rural;High;True;True;0.0402994305938314;E050;False;53.34741302186546;E043;0.0;False;-;High;High
37;Truck Stop / Rest Area;49.0446;9.2638;29594;DE;Mixed;True;False;Agricultural areas;False;False;rural;High;True;True;0.0128590243812468;E041;False;12.794567739552686;;0.0;False;-;High;High
38;Truck Stop / Rest Area;52.3024;13.0176;26954;DE;Mixed;True;False;Forest and semi natural areas;False;False;suburb;High;True;True;0.0075476395370208;E055;False;;;0.0;False;-;High;High
39;Truck Stop / Rest Area;50.6553;5.7105;18169;BE;Mixed;True;False;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.0625127906157696;E40;True;1.0964899487625677;E40-E25;0.0;False;-;High;High
40;Truck Stop / Rest Area;49.2417;10.3577;17803;DE;Mixed;True;False;Forest and semi natural areas;False;False;rural;High;True;True;0.0496213336138215;E050;False;9.342468700315456;E043;0.0;False;-;High;High
41;Truck Stop / Rest Area;51.7918;8.0739;17271;DE;Mixed;True;False;Unclassified;False;False;suburb;High;True;True;9.049961708614508e-05;E034;False;27.2834669014489;E331;0.0;False;-;High;High
42;Truck Stop / Rest Area;51.8659;8.3699;15521;DE;Mixed;True;False;Agricultural areas;False;False;city;High;True;True;0.0251180843056258;E034;False;30.968236795982435;E331;0.0;False;-;High;High
43;Truck Stop / Rest Area;49.6208;10.9204;15257;DE;CRS and Others;True;False;Agricultural areas;False;False;suburb;High;True;True;0.0214398754451173;E045;False;33.598320783860466;E048;0.0;False;-;High;High
44;Truck Stop / Rest Area;50.8765;11.8092;14135;DE;Mixed;True;False;Forest and semi natural areas;False;False;rural;High;True;True;0.0408039951174354;E040;False;2.586042944500277;E040;0.0;False;-;High;High
45;Truck Stop / Rest Area;50.8076;7.2196;12943;DE;Mixed;True;False;Urban fabric;False;False;city;High;True;True;0.0437829959172185;E035;False;15.082527826220566;;0.0;False;-;High;High
46;Truck Stop / Rest Area;55.3942;10.1884;12624;DK;Mixed;True;False;Agricultural areas;False;False;rural;High;True;True;0.0234207899319203;E020;False;17.812727718171114;;0.0;False;-;High;High
47;Truck Stop / Rest Area;53.0908;9.1757;12335;DE;Mixed;True;False;Forest and semi natural areas;False;False;rural;High;True;True;0.2216663321400746;E022;False;45.34785246711968;;0.0;False;-;High;High
48;Truck Stop / Rest Area;54.8038;9.3286;12333;DE;OSM;True;False;Agricultural areas;False;False;rural;High;True;True;0.0260826473481862;E045;False;16.365463617391136;;0.0;False;-;High;High
49;Truck Stop / Rest Area;52.015;5.1212;12116;NL;Mixed;True;False;Industrial, commercial and transport units;False;False;city;High;True;False;4.231803960881679;E025;True;0.0199690173930969;E311;0.0;False;-;High;High
50;Truck Stop / Rest Area;50.6202;3.3413;11055;BE;OSM;True;False;Industrial, commercial and transport units;False;False;suburb;High;True;False;14.096054562907243;E000;True;0.0202251107153346;E429;0.0;False;-;High;High
51;Truck Stop / Rest Area;48.4132;10.4276;10430;DE;Mixed;True;False;Industrial, commercial and transport units;False;False;rural;High;True;True;0.0624127683561979;E052;False;23.420122444930502;E043;0.0;False;-;High;High
52;Truck Stop / Rest Area;47.829;12.5883;10138;DE;OSM;True;False;Urban fabric;False;False;suburb;High;True;True;0.0496232582566627;E060;False;29.74811199653672;E055;0.0;False;-;High;High
53;Truck Stop / Rest Area;48.1245;11.7573;9911;DE;Mixed;True;False;Forest and semi natural areas;False;False;suburb;High;True;True;0.1181162769666312;E045;False;11.53862455067295;A008;0.0;False;-;High;High
54;Truck Stop / Rest Area;51.6082;12.1867;9718;DE;Mixed;True;False;Unclassified;False;False;rural;High;True;True;0.0890673639602011;E051;False;20.97183943525459;;0.0;False;-;High;High
55;Truck Stop / Rest Area;50.8707;11.8497;9684;DE;Mixed;True;False;Forest and semi natural areas;False;False;suburb;High;True;True;0.0779262849756951;E051;True;1.079840243567222;E040;0.0;False;-;High;High
56;Truck Stop / Rest Area;55.9777;9.8699;8393;DK;Mixed;True;False;Agricultural areas;False;False;suburb;High;True;True;0.1734006805583109;E045;False;18.448405973879503;;0.0;False;-;High;High
57;Truck Stop / Rest Area;53.3657;9.737;7943;DE;Mixed;True;False;Artificial, non-agricultural vegetated areas;False;False;rural;High;True;True;0.0272661803302067;E022;False;19.21125789191094;;0.0;False;-;High;High
58;Truck Stop / Rest Area;50.8982;7.1529;7563;DE;OSM;True;False;Urban fabric;False;False;suburb;High;True;True;0.0027226883228266;E035;False;5.752594502059779;;0.0;False;-;High;High
59;Truck Stop / Rest Area;50.8276;9.5762;7101;DE;Mixed;True;False;Industrial, commercial and transport units;False;False;rural;High;True;True;0.1709283365800115;E045;False;30.615336344487822;A049;0.0;False;-;High;High
60;Truck Stop / Rest Area;53.9314;10.7307;7023;DE;Mixed;True;False;Forest and semi natural areas;False;False;suburb;High;True;True;0.0095160567069258;E047;False;12.69317071739524;;0.0;False;-;High;High
61;Truck Stop / Rest Area;55.5144;9.4011;6827;DK;Mixed;True;False;Agricultural areas;False;False;suburb;High;True;True;1.926782696163429;E045;True;0.1082861763419414;E020;0.0;False;-;High;High
62;Truck Stop / Rest Area;52.4212;9.5652;6769;DE;OSM;True;False;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.1115178867499478;E030;False;54.99856829360418;;0.0;False;-;High;High
63;Truck Stop / Rest Area;47.7668;12.9027;6343;DE;Mixed;True;False;Agricultural areas;False;False;suburb;High;True;True;0.02328965912944;E060;False;5.560340724142094;E055;0.0;False;-;High;High
64;Truck Stop / Rest Area;51.6921;4.6559;5754;NL;Mixed;True;False;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.1288137337270324;E019;True;0.8787097511980417;E999;0.0;False;-;High;High
65;Truck Stop / Rest Area;52.9612;9.8949;4911;DE;Mixed;True;False;Unclassified;False;False;suburb;High;True;True;0.0751369316355373;E045;False;48.60194062337302;;0.0;False;-;High;High
66;Truck Stop / Rest Area;47.3104;7.8471;4697;CH;Mixed;True;False;Agricultural areas;False;False;suburb;High;True;True;0.0932030844457544;;False;3.126909951276655;;0.0;False;-;High;High
67;Truck Stop / Rest Area;50.3957;8.077;4221;DE;OSM;True;False;Urban fabric;False;False;suburb;High;True;True;0.0436303796996474;E035;False;33.9489920311273;E041;0.0;False;-;High;High
68;Truck Stop / Rest Area;52.3871;9.9989;4022;DE;Mixed;True;False;Forest and semi natural areas;False;False;suburb;High;True;True;0.0341459255521955;E030;False;33.44338010892459;;0.0;False;-;High;High
69;Truck Stop / Rest Area;52.3476;9.4215;114851;DE;Mixed;False;True;Unclassified;False;False;suburb;High;True;True;0.0382329525844666;E030;False;99.96752818795665;E331;0.0;False;-;High;High
70;Truck Stop / Rest Area;49.2596;10.547;77154;DE;Mixed;False;True;Forest and semi natural areas;False;False;suburb;High;True;True;0.0013157689203182;E050;False;22.669802316520936;E043;0.0;False;-;High;High
71;Truck Stop / Rest Area;52.1844;11.4522;46028;DE;Mixed;False;True;Unclassified;False;False;rural;High;True;True;0.0095108709339309;E030;False;7.007871230827133;;0.0;False;-;High;High
72;Truck Stop / Rest Area;51.2567;12.0;39104;DE;Mixed;False;True;Unclassified;False;False;suburb;High;True;False;4.675896312117681;E051;True;0.0101929816585634;;0.0;False;-;High;High
73;Truck Stop / Rest Area;52.7964;9.6528;38965;DE;Mixed;False;True;Forest and semi natural areas;False;False;suburb;High;True;True;0.0926310659518267;E234;False;70.66901627839414;;0.0;False;-;High;High
74;Truck Stop / Rest Area;48.1898;14.0732;35469;AT;Mixed;False;True;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.0823547933614167;E056;False;5.908159481236711;E056;0.0;False;-;High;High
75;Truck Stop / Rest Area;49.436;11.2702;30898;DE;Mixed;False;True;Forest and semi natural areas;False;False;suburb;High;True;True;0.0153481062445215;E056;False;60.468503528884845;E048;0.0;False;-;High;High
76;Truck Stop / Rest Area;50.7177;6.1193;30322;DE;OSM;False;True;Industrial, commercial and transport units;False;False;city;High;True;True;0.0067734043706487;E40;False;9.469318898636294;E314;0.0;False;-;High;High
77;Truck Stop / Rest Area;48.0329;16.3369;23739;AT;Mixed;False;True;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.0978755999233503;E059;False;9.80034463701354;E060;0.0;False;-;High;High
78;Truck Stop / Rest Area;48.8085;9.0482;22118;DE;OSM;False;True;Agricultural areas;False;False;city;High;True;True;0.006822996985856;E041;False;9.29025643518806;E041;0.0;False;-;High;High
79;Truck Stop / Rest Area;51.2446;7.6367;15596;DE;Mixed;False;True;Forest and semi natural areas;False;False;city;High;True;False;21.75873563500648;E037;True;0.0065764182566953;E041;0.0;False;-;High;High
80;Truck Stop / Rest Area;49.9743;8.6034;14799;DE;Mixed;False;True;Forest and semi natural areas;False;False;suburb;High;True;True;0.0117573210307294;E451;False;8.98976072320281;E035;0.0;False;-;High;High
81;Truck Stop / Rest Area;51.8958;8.4566;13968;DE;Mixed;False;True;Forest and semi natural areas;False;False;suburb;High;True;True;0.0194610798636587;E034;False;33.4914789344198;E331;0.0;False;-;High;High
82;Truck Stop / Rest Area;49.9907;9.1018;10839;DE;Mixed;False;True;Agricultural areas;False;False;city;High;True;True;0.0884964518346205;E041;False;5.292394134039412;E041;0.0;False;-;High;High
83;Truck Stop / Rest Area;51.4988;8.9858;4650;DE;Mixed;False;True;Forest and semi natural areas;False;False;rural;High;True;False;45.00822616274271;E045;True;0.0120309218055872;E331;0.0;False;-;High;High
84;Truck Stop / Rest Area;48.1703;11.4484;3321;DE;Mixed;False;True;Urban fabric;False;False;city;High;True;True;1.6778932595554183;;True;0.0346127989015905;;0.0;False;-;High;High
85;Truck Stop / Rest Area;50.1088;14.6386;1920;CZ;Mixed;False;True;Unclassified;False;False;city;High;True;True;0.0064506891876051;E067;False;2.4804997652591285;E065;0.0;False;-;High;High
86;Truck Stop / Rest Area;50.6038;3.2749;130061;BE;OSM;False;False;Agricultural areas;False;False;suburb;High;True;False;10.15257853994159;E000;True;0.0176173551281017;E429;0.0;False;-;High;High
87;Truck Stop / Rest Area;50.8354;6.4239;128343;DE;Mixed;False;False;Agricultural areas;False;False;city;High;True;True;0.0180353285934817;E040;False;18.16399639699681;E314;0.0;False;-;High;High
88;Truck Stop / Rest Area;49.7741;9.7158;57539;DE;OSM;False;False;Agricultural areas;False;False;rural;High;True;True;0.0376620930365271;E041;False;7.834184782157163;;0.0;False;-;High;High
89;Truck Stop / Rest Area;52.7845;8.1986;57046;DE;Mixed;False;False;Unclassified;False;False;rural;High;True;True;0.0481806521949998;E037;False;3.257826909955144;;0.0;False;-;High;High
90;Truck Stop / Rest Area;52.5037;9.8242;54134;DE;Mixed;False;False;Agricultural areas;False;False;suburb;High;True;True;0.0952095479875521;;False;50.4895596559098;;0.0;False;-;High;High
91;Truck Stop / Rest Area;51.8998;6.165;54124;NL;OSM;False;False;Agricultural areas;False;False;suburb;High;True;True;0.0358650462991704;;True;0.0152777951907473;E035;0.0;False;-;High;High
92;Truck Stop / Rest Area;52.3051;10.8429;53959;DE;Mixed;False;False;Forest and semi natural areas;False;False;suburb;High;True;True;0.0537101419944645;E030;False;7.81699188556569;;0.0;False;-;High;High
93;Truck Stop / Rest Area;48.1227;16.4397;52448;AT;Mixed;False;False;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.0992201688110745;S001;False;5.284084715986955;E060;0.0;False;-;High;High
94;Truck Stop / Rest Area;52.2206;11.0536;49724;DE;OSM;False;False;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.0281609618908867;E030;False;24.32050882120936;;0.0;False;-;High;High
95;Truck Stop / Rest Area;53.2015;9.2972;47459;DE;Mixed;False;False;Agricultural areas;False;False;rural;High;True;True;0.0050322696950388;E022;False;37.45571353583208;;0.0;False;-;High;High
96;Truck Stop / Rest Area;49.5313;8.6334;46148;DE;Mixed;False;False;Agricultural areas;False;False;suburb;High;True;True;0.0027169192041969;;False;22.6635232361358;E031;0.0;False;-;High;High
97;Truck Stop / Rest Area;48.1557;14.1587;44443;AT;Mixed;False;False;Urban fabric;False;False;rural;High;True;True;0.033571169398384;E060;False;11.987264275496564;E056;0.0;False;-;High;High
98;Truck Stop / Rest Area;51.4167;5.7557;43709;NL;Mixed;False;False;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.2607365150317546;E034;False;15.142703574807312;E025;0.0;False;-;High;High
99;Truck Stop / Rest Area;51.1872;14.9849;39070;DE;Mixed;False;False;Agricultural areas;False;False;city;High;True;True;0.109912748083802;E040;False;25.8128414747216;;0.0;False;-;High;High
100;Truck Stop / Rest Area;52.2156;11.0793;38996;DE;Mixed;False;False;Industrial, commercial and transport units;False;False;rural;High;True;True;0.094392154071077;E030;False;26.152786651778023;;0.0;False;-;High;High
101;Truck Stop / Rest Area;49.6387;5.9028;38008;BE;Mixed;False;False;Agricultural areas;False;False;suburb;High;True;True;0.0123246724405234;E25;False;6.253277952059042;E000;0.0;False;-;High;High
102;Truck Stop / Rest Area;52.6369;8.1495;37634;DE;Mixed;False;False;Unclassified;False;False;suburb;High;True;True;0.0632479973652001;E037;False;19.747437278586244;;0.0;False;-;High;High
103;Truck Stop / Rest Area;52.1993;11.2463;37162;DE;Mixed;False;False;Unclassified;False;False;rural;High;True;True;0.0264726743655195;E030;False;20.198520180342044;;0.0;False;-;High;High
104;Truck Stop / Rest Area;49.5263;11.067;36534;DE;Mixed;False;False;Forest and semi natural areas;False;False;rural;High;True;True;0.0022302394017185;E045;False;45.82913851433318;E048;0.0;False;-;High;High
105;Truck Stop / Rest Area;49.5495;11.322;34438;DE;Mixed;False;False;Forest and semi natural areas;False;False;suburb;High;True;True;0.0037745941834893;E051;False;50.69689602766758;E048;0.0;False;-;High;High
106;Truck Stop / Rest Area;50.3038;11.8052;31443;DE;Mixed;False;False;Agricultural areas;False;False;rural;High;True;True;0.0102197335606125;E051;False;2.218640605233512;;0.0;False;-;High;High
107;Truck Stop / Rest Area;48.6811;11.501;30769;DE;OSM;False;False;Forest and semi natural areas;False;False;suburb;High;True;True;0.0046967544418932;E045;False;13.112247977711688;A093;0.0;False;-;High;High
108;Truck Stop / Rest Area;50.1984;9.005;28801;DE;Mixed;False;False;Agricultural areas;False;False;suburb;High;True;False;17.555227188633054;E042;True;0.0087495827777326;E041;0.0;False;-;High;High
109;Truck Stop / Rest Area;50.8933;12.9408;28247;DE;Mixed;False;False;Agricultural areas;False;False;rural;High;True;False;31.67640766780397;A014;True;0.080438328811038;E040;0.0;False;-;High;High
110;Truck Stop / Rest Area;48.2765;11.6425;25976;DE;Mixed;False;False;Mine, dump and construction sites;False;False;suburb;High;True;True;0.0134541530825999;E045;False;6.231977920065305;A009;0.0;False;-;High;High
111;Truck Stop / Rest Area;49.8931;8.5443;25883;DE;Mixed;False;False;Agricultural areas;False;False;suburb;High;True;False;4.305063340518983;E451;True;0.0204885898647881;E042;0.0;False;-;High;High
112;Truck Stop / Rest Area;51.3052;13.7295;25632;DE;Mixed;False;False;Unclassified;False;False;rural;High;True;True;0.0619506327042587;E055;False;37.69559646929333;E040;0.0;False;-;High;High
113;Truck Stop / Rest Area;50.8576;6.8053;24524;DE;Mixed;False;False;Forest and semi natural areas;False;False;suburb;High;True;False;8.064258106469959;E040;True;0.0709609345572294;E031;0.0;False;-;High;High
114;Truck Stop / Rest Area;56.9944;9.9012;24092;DK;Mixed;False;False;Agricultural areas;False;False;city;High;True;True;0.1349278533622469;E045;False;86.69881731439882;;0.0;False;-;High;High
115;Truck Stop / Rest Area;51.2096;12.031;23538;DE;Mixed;False;False;Mine, dump and construction sites;False;False;rural;High;True;True;0.0031000247524654;E051;False;3.240905134199204;;0.0;False;-;High;High
116;Truck Stop / Rest Area;51.4556;12.1093;23074;DE;Mixed;False;False;Unclassified;False;False;rural;High;True;True;0.0041358546833937;E049;False;17.08033048419007;;0.0;False;-;High;High
117;Truck Stop / Rest Area;52.4268;9.7554;22890;DE;Mixed;False;False;Forest and semi natural areas;False;False;city;High;True;True;0.0298526460456635;E030;False;46.17937760832959;;0.0;False;-;High;High
118;Truck Stop / Rest Area;50.7418;6.8004;22111;DE;Mixed;False;False;Agricultural areas;False;False;suburb;High;True;False;18.542041426342816;E040;True;0.0046373789030618;E029;0.0;False;-;High;High
119;Truck Stop / Rest Area;52.3075;10.7005;20929;DE;Mixed;False;False;Forest and semi natural areas;False;False;rural;High;True;True;0.0659200764677984;;True;1.8157991414933865;;0.0;False;-;High;High
120;Truck Stop / Rest Area;51.0078;10.2525;20926;DE;Mixed;False;False;Forest and semi natural areas;False;False;rural;High;True;True;0.0612887730230615;E040;False;9.669806443622228;A044;0.0;False;-;High;High
121;Truck Stop / Rest Area;51.6683;4.5982;20454;NL;OSM;False;False;Forest and semi natural areas;False;False;suburb;High;True;False;4.88656514758571;E019;True;0.0381352447783509;E999;0.0;False;-;High;High
122;Truck Stop / Rest Area;50.9375;11.3553;20103;DE;Mixed;False;False;Forest and semi natural areas;False;False;city;High;True;True;0.0115420997320086;E040;False;25.19518694382392;;0.0;False;-;High;High
123;Truck Stop / Rest Area;51.4044;5.8127;18698;NL;OSM;False;False;Forest and semi natural areas;False;False;suburb;High;True;True;0.0058698880457881;E034;False;14.97566309439964;E025;0.0;False;-;High;High
124;Truck Stop / Rest Area;49.541;6.1159;15781;LU;Mixed;False;False;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.0678999616295206;E025;False;4.742901398371789;E029;0.0;False;-;High;High
125;Truck Stop / Rest Area;49.3233;8.6299;15765;DE;Mixed;False;False;Forest and semi natural areas;False;False;suburb;High;True;True;0.0077675600394076;E035;False;4.357770956645338;E031;0.0;False;-;High;High
126;Truck Stop / Rest Area;51.2615;12.7071;15419;DE;Mixed;False;False;Unclassified;False;False;suburb;High;True;True;0.0389774389351521;A014;False;45.29511774452792;;0.0;False;-;High;High
127;Truck Stop / Rest Area;49.6764;12.6002;15270;CZ;Mixed;False;False;Industrial, commercial and transport units;False;False;rural;High;True;True;0.1497681227030505;E050;False;33.31557329383368;;0.0;False;-;High;High
128;Truck Stop / Rest Area;49.4074;11.3168;14188;DE;Mixed;False;False;Forest and semi natural areas;False;False;suburb;High;True;True;0.0006882382621147;E050;False;60.740625513661975;;0.0;False;-;High;High
129;Truck Stop / Rest Area;50.121;15.0832;14021;CZ;Mixed;False;False;Industrial, commercial and transport units;False;False;suburb;High;True;True;0.0313233011068647;E067;False;25.8631565329498;E065;0.0;False;-;High;High
130;Truck Stop / Rest Area;51.5333;7.8619;13793;DE;Mixed;False;False;Unclassified;False;False;suburb;High;True;False;10.277812836124784;E034;True;0.0554840258153017;E331;0.0;False;-;High;High
131;Truck Stop / Rest Area;51.8559;4.6288;13224;NL;Mixed;False;False;Agricultural areas;False;False;suburb;High;True;True;0.1176491623263851;E031;False;7.773246222752947;E999;0.0;False;-;High;High
132;Truck Stop / Rest Area;51.5572;7.0298;12818;DE;Mixed;False;False;Forest and semi natural areas;False;False;city;High;True;True;0.0552282961645227;E034;False;7.0999915744423;A031;0.0;False;-;High;High
133;Truck Stop / Rest Area;48.6526;9.3969;12803;DE;OSM;False;False;Forest and semi natural areas;False;False;suburb;High;True;True;0.0680881317210851;E052;False;25.655905805366466;E041;0.0;False;-;High;High
134;Truck Stop / Rest Area;51.6064;7.7354;11581;DE;Mixed;False;False;Forest and semi natural areas;False;False;suburb;High;True;True;0.0653551881697249;E034;False;8.614977076760521;E331;0.0;False;-;High;High
135;Truck Stop / Rest Area;52.9667;8.6006;11283;DE;Mixed;False;False;Forest and semi natural areas;False;False;rural;High;True;True;0.0372402740451967;E037;False;27.09288969127693;A029;0.0;False;-;High;High
136;Truck Stop / Rest Area;49.9074;8.6076;11165;DE;Mixed;False;False;Forest and semi natural areas;False;False;suburb;High;True;True;0.0399962141393081;E451;False;4.731803760248477;E042;0.0;False;-;High;High
137;Truck Stop / Rest Area;49.6213;8.6197;10373;DE;Mixed;False;False;Artificial, non-agricultural vegetated areas;False;True;suburb;High;True;True;0.0596898631162527;E035;False;23.384242858054325;E031;0.0;False;-;High;High
